yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
2019,1,الربع الأول,20191,منطقة مكة المكرمة,مكه المكرمه,الراشدية,قطعة أرض-سكنى,5,31094046.0,
2023,1,الربع الأول,20231,منطقة الرياض,الخرج,,قطعة أرض- زراعي,60,76350544.0,9.813357
2022,2,الربع الثانى,20222,منطقة الرياض,الخرج,,عمارة,1,830000.0,
2023,2,الربع الثانى,20232,منطقة الرياض,الخرج,,قطعة أرض- زراعي,51,115780567.93,14.785232
2022,3,الربع الثالث,20223,منطقة الرياض,الخرج,,قطعة أرض- زراعي,84,82914635.99,11.044116
2022,2,الربع الثانى,20222,منطقة عسير,رجال المع,,قطعة أرض- زراعي,6,2614710.0,8.775701
2023,3,الربع الثالث,20233,منطقة الرياض,الخرج,,أخرى,14,5472802.43,340.149325
2022,4,الربع الرابع,20224,منطقة الرياض,الخرج,,أخرى,31,5027378.0,909.57667
2022,2,الربع الثانى,20222,منطقة الرياض,الخرج,,فيلا,28,16331227.0,2520.607942
2020,1,الربع الأول,20201,منطقة الرياض,الخرج,,فيلا,2,1200000.0,
2023,2,الربع الثانى,20232,منطقة عسير,رجال المع,,قطعة أرض-تجارى,4,420000.0,
2022,3,الربع الثالث,20223,منطقة عسير,رجال المع,,قطعة أرض-تجارى,25,1508000.0,76.080365
2023,2,الربع الثانى,20232,منطقة عسير,رجال المع,,قطعة أرض-سكنى,34,2796660.0,92.88759
2022,3,الربع الثالث,20223,منطقة عسير,رجال المع,,قطعة أرض-سكنى,177,12569929.5,79.857253
2020,2,الربع الثانى,20202,منطقة الرياض,الخرج,,فيلا,2,900000.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الخرج,,قطعة أرض-تجارى,58,38889101.25,494.86343
2022,4,الربع الرابع,20224,منطقة الرياض,الخرج,,قطعة أرض-تجارى,116,91572323.15,561.170998
2022,2,الربع الثانى,20222,منطقة عسير,رجال المع,,قطعة أرض-سكنى,69,5958126.0,97.881184
2023,3,الربع الثالث,20233,المنطقة الشرقية,القطيف,,قطعة أرض-سكنى,271,235008357.17,1815.829677
2022,4,الربع الرابع,20224,المنطقة الشرقية,القطيف,,قطعة أرض-سكنى,547,508024153.88,1575.021505
2022,2,الربع الثانى,20222,المنطقة الشرقية,القطيف,,قطعة أرض- زراعي,16,101409618.0,305.457657
2023,3,الربع الثالث,20233,المنطقة الشرقية,القطيف,,أخرى,13,22705657.0,1177.929453
2022,4,الربع الرابع,20224,المنطقة الشرقية,القطيف,,أخرى,38,29051251.22,3219.641261
2018,2,الربع الثانى,20182,المنطقة الشرقية,القطيف,,فيلا,3,2231025.08,
2020,2,الربع الثانى,20202,المنطقة الشرقية,القطيف,,شقة,1,650000.0,
2023,2,الربع الثانى,20232,المنطقة الشرقية,القطيف,,شقة,31,19762528.0,3582.314917
2022,3,الربع الثالث,20223,المنطقة الشرقية,القطيف,,شقة,61,38704635.0,2853.416765
2018,4,الربع الرابع,20184,المنطقة الشرقية,القطيف,,شقة,1,559000.0,
2021,1,الربع الأول,20211,المنطقة الشرقية,القطيف,,شقة,1,540000.0,
2018,3,الربع الثالث,20183,المنطقة الشرقية,القطيف,,شقة,1,472400.0,
2023,1,الربع الأول,20231,المنطقة الشرقية,القطيف,,شقة,61,38634888.17,3557.573676
2023,1,الربع الأول,20231,المنطقة الشرقية,القطيف,,قطعة أرض-سكنى,446,422373981.66,1652.683563
2022,2,الربع الثانى,20222,المنطقة الشرقية,القطيف,,أخرى,22,13219200.51,1519.765403
2023,2,الربع الثانى,20232,المنطقة الشرقية,القطيف,,قطعة أرض-تجارى,89,146908089.62,1357.625896
2022,3,الربع الثالث,20223,المنطقة الشرقية,القطيف,,قطعة أرض-تجارى,152,176260081.94,1675.673013
2023,2,الربع الثانى,20232,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,325642.68,
2022,3,الربع الثالث,20223,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,861727.76,
2021,4,الربع الرابع,20214,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,1156315.0,
2021,1,الربع الأول,20211,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,1250000.0,
2019,4,الربع الرابع,20194,منطقة المدينة المنورة,المدينه المنوره,الشافية,قطعة أرض-سكنى,1,285000.0,
2019,2,الربع الثانى,20192,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,270000.0,
2023,1,الربع الأول,20231,منطقة مكة المكرمة,جدة,الفيصلية,قطعة أرض-سكنى,32,64471369.0,3698.949947
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,الطائف,,قطعة أرض-سكنى,1,1000000.0,
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,12,12971200.0,2180.089392
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,8,2145994.0,1548.305764
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,5,2765000.0,
2020,2,الربع الثانى,20202,منطقة تبوك,تبوك,,قطعة أرض-سكنى,2,1124000.0,
2019,3,الربع الثالث,20193,منطقة تبوك,تبوك,,قطعة أرض-سكنى,1,600000.0,
2018,4,الربع الرابع,20184,منطقة تبوك,تبوك,,قطعة أرض-سكنى,10,5350000.0,860.091743
2018,1,الربع الأول,20181,منطقة تبوك,تبوك,,قطعة أرض-سكنى,3,1896338.0,
2018,2,الربع الثانى,20182,منطقة تبوك,تبوك,,قطعة أرض-سكنى,1,450000.0,
2020,2,الربع الثانى,20202,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,2000000.0,
2018,4,الربع الرابع,20184,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,3150000.0,
2018,1,الربع الأول,20181,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,5000000.0,
2022,2,الربع الثانى,20222,منطقة تبوك,تبوك,القدس,قطعة أرض-تجارى,6,1650000.0,332.446808
2021,3,الربع الثالث,20213,منطقة تبوك,تبوك,القدس,قطعة أرض-تجارى,4,2992845.0,
2020,4,الربع الرابع,20204,منطقة تبوك,تبوك,القدس,قطعة أرض-تجارى,25,6486500.0,331.64097
2020,1,الربع الأول,20201,منطقة تبوك,تبوك,القدس,قطعة أرض-تجارى,32,6811000.0,307.881054
2021,2,الربع الثانى,20212,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,28,9602950.0,464.255522
2020,3,الربع الثالث,20203,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,57,18253592.0,343.275414
2023,3,الربع الثالث,20233,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,7,2782600.0,498.042328
2019,4,الربع الرابع,20194,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,10,1658000.0,258.008658
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,10,2820000.0,362.736424
2019,1,الربع الأول,20191,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,130,17273000.0,192.616595
2022,1,الربع الأول,20221,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,39,19208102.0,651.035128
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,56,9221000.0,215.615257
2018,3,الربع الثالث,20183,منطقة تبوك,تبوك,القدس,قطعة أرض-سكنى,61,6261000.0,103.740648
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,مكه المكرمه,العمرة,قطعة أرض-تجارى,1,910000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,مكه المكرمه,العمرة,قطعة أرض-تجارى,1,600000.0,
2019,1,الربع الأول,20191,منطقة مكة المكرمة,مكه المكرمه,العمرة,قطعة أرض-تجارى,1,40000.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,مكه المكرمه,العمرة,قطعة أرض-سكنى,1,500000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,مكه المكرمه,العمرة,قطعة أرض-سكنى,1,1159999.96,
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,مكه المكرمه,النوارية,قطعة أرض-تجارى,1,1000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,مكه المكرمه,النوارية,قطعة أرض-تجارى,1,500000.0,
2023,2,الربع الثانى,20232,منطقة عسير,البرك,,قطعة أرض-سكنى,13,1407000.0,112.428079
2022,3,الربع الثالث,20223,منطقة عسير,البرك,,قطعة أرض-سكنى,15,1573934.0,93.205247
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,مكه المكرمه,النوارية,قطعة أرض-سكنى,7,5600000.0,327.270901
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,مكه المكرمه,النوارية,قطعة أرض-سكنى,7,9282500.0,840.342896
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,7,4268150.0,975.630444
2023,1,الربع الأول,20231,منطقة مكة المكرمة,جدة,,قطعة أرض-سكنى,13,16068374.0,6091.215294
2020,2,الربع الثانى,20202,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,3,7100000.0,
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,3,4384000.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,7,12240000.0,3183.617277
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,2,5300000.0,
2020,2,الربع الثانى,20202,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,3,5900000.0,
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,1,700000.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,1,840000.0,
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,2,4470000.0,
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,1,850000.0,
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,5,1900000.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,7,2096787.38,566.27349
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,2,1205000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,5,1380000.0,
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,7,4493000.0,990.917828
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,6,3126950.0,1067.001074
2022,1,الربع الأول,20221,منطقة مكة المكرمة,جدة,العشيرية,قطعة أرض-سكنى,7,3978054.35,921.808275
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,2,5700000.0,
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,4,8801000.04,
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,4,7751000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,النسيم,قطعة أرض-سكنى,10,17568320.0,2803.056665
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,الفيصلية,أخرى,79,37968074.0,4507.827377
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,1,2561200.0,
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,2,975000.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,1,1250000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,2,117226575.0,
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,البغدادية الغربية,قطعة أرض-سكنى,3,3728705.0,
2020,2,الربع الثانى,20202,منطقة مكة المكرمة,جدة,الفيصلية,قطعة أرض-سكنى,14,29481516.9,2525.861308
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,الفيصلية,قطعة أرض-سكنى,18,21265000.0,2357.498129
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,جدة,الفيصلية,قطعة أرض-سكنى,15,17312940.0,2489.442442
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,الفيصلية,قطعة أرض-سكنى,14,11975517.0,1122.078622
2019,2,الربع الثانى,20192,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,6,5291000.88,1505.485893
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,4,6150000.0,
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,6,2016000.0,1463.592233
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,5,4697500.0,
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,الشرفية,قطعة أرض-سكنى,6,10018642.52,1961.81308
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,2,301000.0,
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,1,1600000.0,
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,5,3530475.0,
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,,قطعة أرض-سكنى,2,2412000.0,
2019,1,الربع الأول,20191,منطقة تبوك,تبوك,,قطعة أرض-سكنى,30,15263046.0,670.784096
2022,1,الربع الأول,20221,منطقة تبوك,تبوك,,قطعة أرض-سكنى,4,3078400.0,
2023,2,الربع الثانى,20232,منطقة تبوك,تبوك,غرناطة,قطعة أرض-سكنى,11,6197000.0,851.516109
2022,3,الربع الثالث,20223,منطقة تبوك,تبوك,غرناطة,قطعة أرض-سكنى,16,7168800.0,479.925011
2020,2,الربع الثانى,20202,منطقة تبوك,تبوك,,قطعة أرض-تجارى,6,2725000.0,510.298358
2019,3,الربع الثالث,20193,منطقة تبوك,تبوك,,قطعة أرض-تجارى,2,10474268.0,
2018,4,الربع الرابع,20184,منطقة تبوك,تبوك,,قطعة أرض-تجارى,15,18500000.0,852.880055
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,,قطعة أرض-سكنى,11,6720785.0,642.763295
2018,3,الربع الثالث,20183,منطقة تبوك,تبوك,,قطعة أرض-سكنى,22,24269001.0,1317.694343
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,غرناطة,قطعة أرض-تجارى,1,600000.0,
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,,قطعة أرض-سكنى,3,2200000.0,
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,,فيلا,2,1256782.0,
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,,فيلا,4,4048000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,البساتين,قطعة أرض-تجارى,2,8399166.0,
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,البساتين,قطعة أرض-تجارى,1,2250000.0,
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-تجارى,1,5900000.0,
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-تجارى,4,56000000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-تجارى,1,754162.5,
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,البساتين,قطعة أرض-سكنى,14,23706580.48,3169.879678
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-سكنى,18,72231850.0,4215.828459
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-سكنى,21,60221243.99,4580.142579
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-سكنى,15,65277191.51,4314.052613
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,الروضة,قطعة أرض-سكنى,21,63231596.25,3593.058884
2022,3,الربع الثالث,20223,المنطقة الشرقية,حفر الباطن,,قطعة أرض-سكنى,1171,312628288.38,247.902729
2023,3,الربع الثالث,20233,المنطقة الشرقية,حفر الباطن,,قطعة أرض-تجارى,166,63055536.21,338.322815
2022,4,الربع الرابع,20224,المنطقة الشرقية,حفر الباطن,,قطعة أرض-تجارى,251,82488834.7,239.643009
2022,4,الربع الرابع,20224,المنطقة الشرقية,حفر الباطن,,فيلا,2,1214922.0,
2023,2,الربع الثانى,20232,منطقة عسير,محائل,,قطعة أرض-سكنى,105,51091787.2,201.089646
2022,3,الربع الثالث,20223,منطقة عسير,محائل,,قطعة أرض-سكنى,139,50793474.5,305.909541
2023,3,الربع الثالث,20233,منطقة عسير,محائل,,قطعة أرض-تجارى,4,1183010.0,
2022,4,الربع الرابع,20224,منطقة عسير,محائل,,قطعة أرض-تجارى,11,4773178.0,398.179749
2023,3,الربع الثالث,20233,المنطقة الشرقية,حفر الباطن,,قطعة أرض-سكنى,577,139046882.71,226.862911
2022,4,الربع الرابع,20224,المنطقة الشرقية,حفر الباطن,,قطعة أرض-سكنى,904,249057029.15,248.775455
2021,1,الربع الأول,20211,,,,شقة,1,530000.0,
2022,3,الربع الثالث,20223,,,,قطعة أرض- زراعي,3,1850000.0,
2022,2,الربع الثانى,20222,,,,قطعة أرض-تجارى,2,268792.0,
2022,2,الربع الثانى,20222,,,,قطعة أرض-سكنى,11,661000.0,57.601893
2023,1,الربع الأول,20231,,,,قطعة أرض-سكنى,9,2555944.0,85.5972
2020,4,الربع الرابع,20204,,,,شقة,1,1000.0,
2023,3,الربع الثالث,20233,,,,قطعة أرض-سكنى,15,3236913.0,76.361452
2022,4,الربع الرابع,20224,,,,قطعة أرض-سكنى,14,1528165.0,47.304595
2022,2,الربع الثانى,20222,,,,قطعة أرض- زراعي,1,175000.0,
2023,2,الربع الثانى,20232,,,,قطعة أرض-تجارى,1,90000.0,
2023,3,الربع الثالث,20233,,,,قطعة أرض- زراعي,1,173190.0,
2022,4,الربع الرابع,20224,,,,قطعة أرض- زراعي,1,117410.0,
2023,2,الربع الثانى,20232,,,,قطعة أرض-سكنى,8,2153878.0,127.845798
2022,3,الربع الثالث,20223,,,,قطعة أرض-سكنى,15,3149000.0,175.386568
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,الياقوت,قطعة أرض-سكنى,86,79533595.58,2034.318203
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,الياقوت,قطعة أرض-سكنى,45,35994090.13,1541.239542
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,الياقوت,قطعة أرض-سكنى,123,94266770.9,1476.848977
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,الياقوت,قطعة أرض-سكنى,77,44047038.04,1194.028264
2023,3,الربع الثالث,20233,منطقة حائل,حائل,,شقة,9,4948692.95,2692.512281
2022,4,الربع الرابع,20224,منطقة حائل,حائل,,شقة,55,18899687.94,2188.502601
2022,1,الربع الأول,20221,منطقة حائل,حائل,,شقة,1,600000.0,
2021,2,الربع الثانى,20212,منطقة حائل,حائل,,شقة,2,997000.0,
2020,3,الربع الثالث,20203,منطقة حائل,حائل,,شقة,3,1619443.0,
2019,4,الربع الرابع,20194,منطقة حائل,حائل,,شقة,4,2674972.0,
2019,1,الربع الأول,20191,منطقة حائل,حائل,,شقة,3,817156.0,
2020,2,الربع الثانى,20202,منطقة حائل,حائل,,شقة,1,675000.0,
2019,3,الربع الثالث,20193,منطقة حائل,حائل,,شقة,3,1681853.44,
2018,4,الربع الرابع,20184,منطقة حائل,حائل,,شقة,2,1274790.04,
2022,2,الربع الثانى,20222,منطقة حائل,حائل,,قطعة أرض- زراعي,66,26245452.0,8.486572
2023,1,الربع الأول,20231,منطقة حائل,حائل,,قطعة أرض- زراعي,69,20816453.0,4.983702
2023,1,الربع الأول,20231,منطقة حائل,حائل,,أخرى,7,2037187.0,527.843877
2023,2,الربع الثانى,20232,منطقة حائل,حائل,,شقة,31,10786823.12,2359.098956
2022,3,الربع الثالث,20223,منطقة حائل,حائل,,شقة,35,14869076.39,2443.246469
2021,4,الربع الرابع,20214,منطقة حائل,حائل,,شقة,2,640000.0,
2021,1,الربع الأول,20211,منطقة حائل,حائل,,شقة,1,746706.0,
2023,1,الربع الأول,20231,منطقة حائل,حائل,,فيلا,8,7918025.5,3173.501601
2023,1,الربع الأول,20231,منطقة الرياض,عفيف,,قطعة أرض-تجارى,41,3368090.0,28.090431
2018,3,الربع الثالث,20183,منطقة عسير,بيشه,,فيلا,1,100000.0,
2022,2,الربع الثانى,20222,منطقة عسير,بيشه,,فيلا,13,5368200.0,297.500429
2021,3,الربع الثالث,20213,منطقة عسير,بيشه,,فيلا,1,913237.0,
2023,2,الربع الثانى,20232,منطقة عسير,بيشه,,فيلا,3,866500.0,
2022,3,الربع الثالث,20223,منطقة عسير,بيشه,,فيلا,13,4270480.0,243.624078
2022,2,الربع الثانى,20222,منطقة عسير,بيشه,,أخرى,4,1393402.0,
2023,1,الربع الأول,20231,منطقة عسير,بيشه,,أخرى,2,140000.0,
2023,3,الربع الثالث,20233,منطقة عسير,بيشه,,شقة,17,7071507.95,2575.792402
2022,4,الربع الرابع,20224,منطقة عسير,بيشه,,شقة,19,8461425.0,2306.024774
2022,1,الربع الأول,20221,منطقة عسير,بيشه,,شقة,2,675000.0,
2022,2,الربع الثانى,20222,منطقة عسير,بيشه,,عمارة,1,1308650.0,
2023,1,الربع الأول,20231,منطقة عسير,بيشه,,قطعة أرض- زراعي,15,1470000.0,1.222953
2023,2,الربع الثانى,20232,منطقة عسير,بيشه,,قطعة أرض-تجارى,25,8810733.0,137.147468
2022,3,الربع الثالث,20223,منطقة عسير,بيشه,,قطعة أرض-تجارى,33,5676584.33,85.826582
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-تجارى,9,42096888.65,2597.985153
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-تجارى,5,5800000.0,
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-تجارى,1,1705000.0,
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-تجارى,11,51274025.0,467.466402
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,مطار الملك خالد الدولي,قطعة أرض-تجارى,1,969622.5,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,60,97813091.31,3623.606656
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,195,416885996.65,3265.101407
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,113,126737752.61,3025.336122
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,198,298004639.87,2466.627245
2023,2,الربع الثانى,20232,منطقة الرياض,ضرماء,,قطعة أرض-سكنى,80,28972451.59,83.637773
2022,3,الربع الثالث,20223,منطقة الرياض,ضرماء,,قطعة أرض-سكنى,95,36511617.6,64.837531
2022,3,الربع الثالث,20223,منطقة الرياض,ضرماء,,عمارة,1,3860312.0,
2022,2,الربع الثانى,20222,منطقة الرياض,ضرماء,,أخرى,2,9002000.0,
2023,2,الربع الثانى,20232,منطقة الرياض,ضرماء,,أخرى,1,1060000.0,
2022,3,الربع الثالث,20223,منطقة الرياض,ضرماء,,أخرى,3,101000.0,
2023,1,الربع الأول,20231,منطقة الرياض,ضرماء,,فيلا,1,1000.0,
2023,1,الربع الأول,20231,منطقة الرياض,ضرماء,,قطعة أرض- زراعي,50,50313430.25,81.961205
2022,2,الربع الثانى,20222,منطقة الرياض,ضرماء,,قطعة أرض-سكنى,143,48096295.3,46.832936
2023,3,الربع الثالث,20233,منطقة الرياض,ضرماء,,قطعة أرض- زراعي,27,15720400.0,92.337328
2022,4,الربع الرابع,20224,منطقة الرياض,ضرماء,,قطعة أرض- زراعي,63,32109965.0,22.239417
2022,1,الربع الأول,20221,منطقة المدينة المنورة,المدينه المنوره,الزهرة,قطعة أرض-تجارى,3,1550000.0,
2023,3,الربع الثالث,20233,منطقة المدينة المنورة,المدينه المنوره,الزهرة,قطعة أرض-سكنى,5,2405576.0,
2022,4,الربع الرابع,20224,منطقة المدينة المنورة,المدينه المنوره,الزهرة,قطعة أرض-سكنى,13,5195000.0,741.89372
2022,1,الربع الأول,20221,منطقة المدينة المنورة,المدينه المنوره,الزهرة,قطعة أرض-سكنى,10,4374483.0,670.324252
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,14,43322882.0,1700.123774
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,18,70583810.0,1298.819605
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الفاروق,قطعة أرض-تجارى,7,26549854.0,2600.0
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الفاروق,قطعة أرض-تجارى,3,3452200.0,
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الفاروق,قطعة أرض-تجارى,1,250000.0,
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الفاروق,قطعة أرض-تجارى,5,4577128.6,
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,3,12800000.0,
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,8,18495728.0,3560.891089
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,7,30825000.0,3680.851063
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,5,85518762.0,
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,14,41717861.0,3017.574597
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,9,24338000.0,2694.714881
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,,قطعة أرض-سكنى,74,22531262.87,291.722091
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,البساتين,شقة,9,3066455.0,1730.322408
2021,3,الربع الثالث,20213,منطقة تبوك,تبوك,البساتين,شقة,4,2423000.0,
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,البساتين,شقة,4,2364500.0,
2023,2,الربع الثانى,20232,منطقة تبوك,تبوك,,فيلا,1,495856.13,
2022,3,الربع الثالث,20223,منطقة تبوك,تبوك,,فيلا,2,3050000.0,
2022,2,الربع الثانى,20222,منطقة تبوك,تبوك,,قطعة أرض- زراعي,6,11689706.0,9.910486
2020,1,الربع الأول,20201,منطقة تبوك,تبوك,البساتين,قطعة أرض-تجارى,1,247000.0,
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,البساتين,قطعة أرض-تجارى,2,1725000.0,
2020,2,الربع الثانى,20202,منطقة تبوك,تبوك,النهضة,قطعة أرض-سكنى,10,6172500.0,1657.865138
