ج,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,317"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,412,884"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,388"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,418,940"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,412,874"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,413,456"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,413,502"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,416,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,121"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,058"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,420,537"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,412,359"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,414,461"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,413,469"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,415,959"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,414,804"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,417"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,413,119"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,413,699"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,244"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,411,240"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,418,166"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,417,256"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,419,502"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,422,968"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,414,926"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,425,430"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,414,181"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,422,345"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,430,984"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,430,107"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,"30,429,454"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/01,"30,423,718"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/01,"30,414,038"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/01,"30,422,954"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/01,"30,420,359"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,447,532"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,457,213"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,442,860"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,457,067"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,456,681"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,451,196"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,445,818"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,444,734"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,459,546"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,449,544"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,446,063"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,442,421"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,441,156"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,447,746"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,437,742"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,449,704"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,446,165"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,451,247"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,444,823"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,438,933"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,438,752"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,446,469"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,446,587"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,442,494"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,450,025"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,450,103"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,450,146"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,450,282"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,449,098"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,449,304"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,449,909"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/02,"30,446,573"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,442,943"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,442,724"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,437,271"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,435,442"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,435,501"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,436,386"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,425"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,440,744"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,794"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,622"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,440,630"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,995"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,949"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,442,710"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,972"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,793"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,441,224"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,450,930"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,450,960"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,441,347"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,435,497"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,435,319"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,445,256"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,449,402"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,451,452"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,448,474"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,451,143"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,449,440"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,450,910"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,451,933"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,452,529"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,781"
