أدوات البناء,المحافظة,المنطقة,نوع المنزل,عدد المنازل
البلك/ الطوب,احد المسارحة,جازان,فيلا,137
الخرسانة/مسلح,احد المسارحة,جازان,فيلا,5890
البلك/ الطوب,الحرث,جازان,فيلا,7
الخرسانة/مسلح,الحرث,جازان,فيلا,224
أخرى,الدائر,جازان,فيلا,1
البلك/ الطوب,الدائر,جازان,فيلا,56
الخرسانة/مسلح,الدائر,جازان,فيلا,1273
أخرى,الدرب,جازان,فيلا,5
البلك/ الطوب,الدرب,جازان,فيلا,53
الخرسانة/مسلح,الدرب,جازان,فيلا,1996
البلك/ الطوب,الريث,جازان,فيلا,10
الخرسانة/مسلح,الريث,جازان,فيلا,233
البلك/ الطوب,الطوال,جازان,فيلا,20
الخرسانة/مسلح,الطوال,جازان,فيلا,813
أخرى,العارضة,جازان,فيلا,5
البلك/ الطوب,العارضة,جازان,فيلا,118
الخرسانة/مسلح,العارضة,جازان,فيلا,2297
البلك/ الطوب,العيدابي,جازان,فيلا,20
الخرسانة/مسلح,العيدابي,جازان,فيلا,661
أخرى,بيش,جازان,فيلا,69
البلك/ الطوب,بيش,جازان,فيلا,134
الخرسانة/مسلح,بيش,جازان,فيلا,2298
أخرى,جازان (مقر الامارة),جازان,فيلا,30
البلك/ الطوب,جازان (مقر الامارة),جازان,فيلا,207
الخرسانة/مسلح,جازان (مقر الامارة),جازان,فيلا,4654
أخرى,صامطة,جازان,فيلا,8
البلك/ الطوب,صامطة,جازان,فيلا,184
الخرسانة/مسلح,صامطة,جازان,فيلا,4456
أخرى,صبياء,جازان,فيلا,3
البلك/ الطوب,صبياء,جازان,فيلا,164
الخرسانة/مسلح,صبياء,جازان,فيلا,5922
أخرى,ضمد,جازان,فيلا,4
البلك/ الطوب,ضمد,جازان,فيلا,55
الخرسانة/مسلح,ضمد,جازان,فيلا,1763
أخرى,فرسان,جازان,فيلا,1
البلك/ الطوب,فرسان,جازان,فيلا,5
الخرسانة/مسلح,فرسان,جازان,فيلا,177
البلك/ الطوب,فيفا,جازان,فيلا,22
الخرسانة/مسلح,فيفا,جازان,فيلا,683
البلك/ الطوب,هروب,جازان,فيلا,31
الخرسانة/مسلح,هروب,جازان,فيلا,781
أخرى,الحائط,حائل,فيلا,8
البلك/ الطوب,الحائط,حائل,فيلا,125
الخرسانة/مسلح,الحائط,حائل,فيلا,1210
البلك/ الطوب,السليمي,حائل,فيلا,17
الخرسانة/مسلح,السليمي,حائل,فيلا,357
أخرى,الشملي,حائل,فيلا,2
البلك/ الطوب,الشملي,حائل,فيلا,49
الخرسانة/مسلح,الشملي,حائل,فيلا,509
أخرى,الشنان,حائل,فيلا,13
البلك/ الطوب,الشنان,حائل,فيلا,227
الخرسانة/مسلح,الشنان,حائل,فيلا,1073
أخرى,الغزالة,حائل,فيلا,2
البلك/ الطوب,الغزالة,حائل,فيلا,28
الخرسانة/مسلح,الغزالة,حائل,فيلا,320
أخرى,بقعاء,حائل,فيلا,17
البلك/ الطوب,بقعاء,حائل,فيلا,174
الخرسانة/مسلح,بقعاء,حائل,فيلا,3495
أخرى,حائل(مقر الامارة),حائل,فيلا,154
البلك/ الطوب,حائل(مقر الامارة),حائل,فيلا,2180
الخرسانة/مسلح,حائل(مقر الامارة),حائل,فيلا,37540
أخرى,سميراء,حائل,فيلا,4
البلك/ الطوب,سميراء,حائل,فيلا,40
الخرسانة/مسلح,سميراء,حائل,فيلا,605
أخرى,موقق,حائل,فيلا,2
البلك/ الطوب,موقق,حائل,فيلا,30
الخرسانة/مسلح,موقق,حائل,فيلا,454
أخرى,ابها (مقر الإمارة),عسير,فيلا,71
البلك/ الطوب,ابها (مقر الإمارة),عسير,فيلا,789
الخرسانة/مسلح,ابها (مقر الإمارة),عسير,فيلا,18050
الطين,ابها (مقر الإمارة),عسير,فيلا,1
أخرى,احد رفيدة,عسير,فيلا,13
البلك/ الطوب,احد رفيدة,عسير,فيلا,159
الخرسانة/مسلح,احد رفيدة,عسير,فيلا,4705
البلك/ الطوب,الا مواة,عسير,فيلا,17
الخرسانة/مسلح,الا مواة,عسير,فيلا,332
البلك/ الطوب,البرك,عسير,فيلا,21
الخرسانة/مسلح,البرك,عسير,فيلا,434
أخرى,الحرجة,عسير,فيلا,1
البلك/ الطوب,الحرجة,عسير,فيلا,19
الحجارة,الحرجة,عسير,فيلا,1
الخرسانة/مسلح,الحرجة,عسير,فيلا,878
أخرى,المجاردة,عسير,فيلا,4
البلك/ الطوب,المجاردة,عسير,فيلا,65
الخرسانة/مسلح,المجاردة,عسير,فيلا,1853
أخرى,النماص,عسير,فيلا,13
البلك/ الطوب,النماص,عسير,فيلا,100
الخرسانة/مسلح,النماص,عسير,فيلا,2239
أخرى,بارق,عسير,فيلا,4
البلك/ الطوب,بارق,عسير,فيلا,155
الخرسانة/مسلح,بارق,عسير,فيلا,1996
أخرى,بالقرن,عسير,فيلا,8
البلك/ الطوب,بالقرن,عسير,فيلا,75
الخرسانة/مسلح,بالقرن,عسير,فيلا,3632
أخرى,بيشة,عسير,فيلا,35
البلك/ الطوب,بيشة,عسير,فيلا,724
الخرسانة/مسلح,بيشة,عسير,فيلا,9397
أخرى,تثليث,عسير,فيلا,2
البلك/ الطوب,تثليث,عسير,فيلا,125
الخرسانة/مسلح,تثليث,عسير,فيلا,1931
أخرى,تنومة,عسير,فيلا,1
البلك/ الطوب,تنومة,عسير,فيلا,43
الخرسانة/مسلح,تنومة,عسير,فيلا,1171
أخرى,خميس  مشيط,عسير,فيلا,141
البلك/ الطوب,خميس  مشيط,عسير,فيلا,1356
الخرسانة/مسلح,خميس  مشيط,عسير,فيلا,19996
أخرى,رجال المع,عسير,فيلا,7
البلك/ الطوب,رجال المع,عسير,فيلا,80
الخرسانة/مسلح,رجال المع,عسير,فيلا,2019
أخرى,سراة عبيدة,عسير,فيلا,5
البلك/ الطوب,سراة عبيدة,عسير,فيلا,189
الخرسانة/مسلح,سراة عبيدة,عسير,فيلا,2323
أخرى,طريب,عسير,فيلا,7
البلك/ الطوب,طريب,عسير,فيلا,34
الخرسانة/مسلح,طريب,عسير,فيلا,1510
أخرى,ظهران الجنوب,عسير,فيلا,3
البلك/ الطوب,ظهران الجنوب,عسير,فيلا,38
الخرسانة/مسلح,ظهران الجنوب,عسير,فيلا,1387
أخرى,محايل,عسير,فيلا,21
البلك/ الطوب,محايل,عسير,فيلا,407
الخرسانة/مسلح,محايل,عسير,فيلا,8330
أخرى,أضم,مكة المكرمة,فيلا,2
البلك/ الطوب,أضم,مكة المكرمة,فيلا,24
الخرسانة/مسلح,أضم,مكة المكرمة,فيلا,661
أخرى,الجموم,مكة المكرمة,فيلا,8
البلك/ الطوب,الجموم,مكة المكرمة,فيلا,185
الخرسانة/مسلح,الجموم,مكة المكرمة,فيلا,2008
البلك/ الطوب,الخرمة,مكة المكرمة,فيلا,43
الخرسانة/مسلح,الخرمة,مكة المكرمة,فيلا,2831
أخرى,الطائف,مكة المكرمة,فيلا,181
البلك/ الطوب,الطائف,مكة المكرمة,فيلا,621
الخرسانة/مسلح,الطائف,مكة المكرمة,فيلا,17807
أخرى,العرضيات,مكة المكرمة,فيلا,3
البلك/ الطوب,العرضيات,مكة المكرمة,فيلا,67
الخرسانة/مسلح,العرضيات,مكة المكرمة,فيلا,2027
أخرى,القنفذة,مكة المكرمة,فيلا,8
البلك/ الطوب,القنفذة,مكة المكرمة,فيلا,143
الخرسانة/مسلح,القنفذة,مكة المكرمة,فيلا,4457
البلك/ الطوب,الكامل,مكة المكرمة,فيلا,19
الخرسانة/مسلح,الكامل,مكة المكرمة,فيلا,366
أخرى,الليث,مكة المكرمة,فيلا,32
البلك/ الطوب,الليث,مكة المكرمة,فيلا,83
الخرسانة/مسلح,الليث,مكة المكرمة,فيلا,849
أخرى,الموية,مكة المكرمة,فيلا,3
البلك/ الطوب,الموية,مكة المكرمة,فيلا,35
الخرسانة/مسلح,الموية,مكة المكرمة,فيلا,1875
أخرى,بحرة,مكة المكرمة,فيلا,108
البلك/ الطوب,بحرة,مكة المكرمة,فيلا,375
الخرسانة/مسلح,بحرة,مكة المكرمة,فيلا,2332
البلك/ الطوب,تربة,مكة المكرمة,فيلا,57
الخرسانة/مسلح,تربة,مكة المكرمة,فيلا,2345
أخرى,جدة,مكة المكرمة,فيلا,547
البلك/ الطوب,جدة,مكة المكرمة,فيلا,6426
الحجارة,جدة,مكة المكرمة,فيلا,1
الخرسانة/مسلح,جدة,مكة المكرمة,فيلا,98908
البلك/ الطوب,خليص,مكة المكرمة,فيلا,34
الخرسانة/مسلح,خليص,مكة المكرمة,فيلا,1105
أخرى,رابغ,مكة المكرمة,فيلا,16
البلك/ الطوب,رابغ,مكة المكرمة,فيلا,98
الخرسانة/مسلح,رابغ,مكة المكرمة,فيلا,3211
أخرى,رنية,مكة المكرمة,فيلا,2
البلك/ الطوب,رنية,مكة المكرمة,فيلا,65
الخرسانة/مسلح,رنية,مكة المكرمة,فيلا,3808
أخرى,مكة المكرمة (مقر الإمارة),مكة المكرمة,فيلا,386
البلك/ الطوب,مكة المكرمة (مقر الإمارة),مكة المكرمة,فيلا,2888
الحجارة,مكة المكرمة (مقر الإمارة),مكة المكرمة,فيلا,1
الخرسانة/مسلح,مكة المكرمة (مقر الإمارة),مكة المكرمة,فيلا,24405
الطين,مكة المكرمة (مقر الإمارة),مكة المكرمة,فيلا,1
أخرى,ميسان,مكة المكرمة,فيلا,1
البلك/ الطوب,ميسان,مكة المكرمة,فيلا,38
الخرسانة/مسلح,ميسان,مكة المكرمة,فيلا,875
البلك/ الطوب,بدر الجنوب,نجران,فيلا,25
الخرسانة/مسلح,بدر الجنوب,نجران,فيلا,275
أخرى,ثار,نجران,فيلا,1
البلك/ الطوب,ثار,نجران,فيلا,15
الخرسانة/مسلح,ثار,نجران,فيلا,467
أخرى,حبونا,نجران,فيلا,6
البلك/ الطوب,حبونا,نجران,فيلا,51
الخرسانة/مسلح,حبونا,نجران,فيلا,1099
البلك/ الطوب,خباش,نجران,فيلا,25
الخرسانة/مسلح,خباش,نجران,فيلا,287
البلك/ الطوب,شرورة,نجران,فيلا,42
الخرسانة/مسلح,شرورة,نجران,فيلا,1290
أخرى,نجران (مقر الامارة),نجران,فيلا,27
البلك/ الطوب,نجران (مقر الامارة),نجران,فيلا,632
الخرسانة/مسلح,نجران (مقر الامارة),نجران,فيلا,13580
أخرى,يدمة,نجران,فيلا,3
البلك/ الطوب,يدمة,نجران,فيلا,30
الخرسانة/مسلح,يدمة,نجران,فيلا,362
أخرى,الباحة (مقرالامارة),الباحة,منزل شعبي,9
البلك/ الطوب,الباحة (مقرالامارة),الباحة,منزل شعبي,746
الحجارة,الباحة (مقرالامارة),الباحة,منزل شعبي,61
الخرسانة/مسلح,الباحة (مقرالامارة),الباحة,منزل شعبي,684
الطين,الباحة (مقرالامارة),الباحة,منزل شعبي,6
أخرى,الحجرة,الباحة,منزل شعبي,6
البلك/ الطوب,الحجرة,الباحة,منزل شعبي,1342
الحجارة,الحجرة,الباحة,منزل شعبي,11
الخرسانة/مسلح,الحجرة,الباحة,منزل شعبي,216
الطين,الحجرة,الباحة,منزل شعبي,1
أخرى,العقيق,الباحة,منزل شعبي,17
البلك/ الطوب,العقيق,الباحة,منزل شعبي,1816
الحجارة,العقيق,الباحة,منزل شعبي,9
الخرسانة/مسلح,العقيق,الباحة,منزل شعبي,607
الطين,العقيق,الباحة,منزل شعبي,6
أخرى,القرى,الباحة,منزل شعبي,8
البلك/ الطوب,القرى,الباحة,منزل شعبي,821
الحجارة,القرى,الباحة,منزل شعبي,13
الخرسانة/مسلح,القرى,الباحة,منزل شعبي,330
الطين,القرى,الباحة,منزل شعبي,7
أخرى,المخواة,الباحة,منزل شعبي,29
البلك/ الطوب,المخواة,الباحة,منزل شعبي,2357
الحجارة,المخواة,الباحة,منزل شعبي,20
الخرسانة/مسلح,المخواة,الباحة,منزل شعبي,738
الطين,المخواة,الباحة,منزل شعبي,4
أخرى,المندق,الباحة,منزل شعبي,5
البلك/ الطوب,المندق,الباحة,منزل شعبي,594
الحجارة,المندق,الباحة,منزل شعبي,11
الخرسانة/مسلح,المندق,الباحة,منزل شعبي,281
الطين,المندق,الباحة,منزل شعبي,1
أخرى,بلجرشي,الباحة,منزل شعبي,16
البلك/ الطوب,بلجرشي,الباحة,منزل شعبي,1148
الحجارة,بلجرشي,الباحة,منزل شعبي,100
الخرسانة/مسلح,بلجرشي,الباحة,منزل شعبي,844
الطين,بلجرشي,الباحة,منزل شعبي,12
أخرى,بني حسن,الباحة,منزل شعبي,20
البلك/ الطوب,بني حسن,الباحة,منزل شعبي,352
الحجارة,بني حسن,الباحة,منزل شعبي,22
الخرسانة/مسلح,بني حسن,الباحة,منزل شعبي,94
الطين,بني حسن,الباحة,منزل شعبي,2
أخرى,فرعة غامد الزناد,الباحة,منزل شعبي,18
البلك/ الطوب,فرعة غامد الزناد,الباحة,منزل شعبي,1169
الحجارة,فرعة غامد الزناد,الباحة,منزل شعبي,7
الخرسانة/مسلح,فرعة غامد الزناد,الباحة,منزل شعبي,214
الطين,فرعة غامد الزناد,الباحة,منزل شعبي,3
أخرى,قلوة,الباحة,منزل شعبي,15
البلك/ الطوب,قلوة,الباحة,منزل شعبي,1834
الحجارة,قلوة,الباحة,منزل شعبي,22
الخرسانة/مسلح,قلوة,الباحة,منزل شعبي,535
الطين,قلوة,الباحة,منزل شعبي,6
أخرى,القريات,الجوف,منزل شعبي,120
البلك/ الطوب,القريات,الجوف,منزل شعبي,4291
الحجارة,القريات,الجوف,منزل شعبي,21
الخرسانة/مسلح,القريات,الجوف,منزل شعبي,4632
الطين,القريات,الجوف,منزل شعبي,45
أخرى,دومة الجندل,الجوف,منزل شعبي,16
البلك/ الطوب,دومة الجندل,الجوف,منزل شعبي,591
الحجارة,دومة الجندل,الجوف,منزل شعبي,7
الخرسانة/مسلح,دومة الجندل,الجوف,منزل شعبي,591
الطين,دومة الجندل,الجوف,منزل شعبي,9
أخرى,سكاكا (مقر الامارة),الجوف,منزل شعبي,63
البلك/ الطوب,سكاكا (مقر الامارة),الجوف,منزل شعبي,3368
الحجارة,سكاكا (مقر الامارة),الجوف,منزل شعبي,35
الخرسانة/مسلح,سكاكا (مقر الامارة),الجوف,منزل شعبي,2627
الطين,سكاكا (مقر الامارة),الجوف,منزل شعبي,49
أخرى,طبرجل,الجوف,منزل شعبي,256
البلك/ الطوب,طبرجل,الجوف,منزل شعبي,3966
الحجارة,طبرجل,الجوف,منزل شعبي,22
الخرسانة/مسلح,طبرجل,الجوف,منزل شعبي,2751
الطين,طبرجل,الجوف,منزل شعبي,10
أخرى,العويقيلة,الحدود الشمالية,منزل شعبي,9
البلك/ الطوب,العويقيلة,الحدود الشمالية,منزل شعبي,663
الحجارة,العويقيلة,الحدود الشمالية,منزل شعبي,5
الخرسانة/مسلح,العويقيلة,الحدود الشمالية,منزل شعبي,958
الطين,العويقيلة,الحدود الشمالية,منزل شعبي,1
أخرى,رفحاء,الحدود الشمالية,منزل شعبي,52
البلك/ الطوب,رفحاء,الحدود الشمالية,منزل شعبي,1433
الحجارة,رفحاء,الحدود الشمالية,منزل شعبي,15
الخرسانة/مسلح,رفحاء,الحدود الشمالية,منزل شعبي,2083
الطين,رفحاء,الحدود الشمالية,منزل شعبي,6
أخرى,طريف,الحدود الشمالية,منزل شعبي,12
البلك/ الطوب,طريف,الحدود الشمالية,منزل شعبي,989
الحجارة,طريف,الحدود الشمالية,منزل شعبي,15
الخرسانة/مسلح,طريف,الحدود الشمالية,منزل شعبي,1386
الطين,طريف,الحدود الشمالية,منزل شعبي,11
أخرى,عرعر (مقر الامارة),الحدود الشمالية,منزل شعبي,20
البلك/ الطوب,عرعر (مقر الامارة),الحدود الشمالية,منزل شعبي,1293
الحجارة,عرعر (مقر الامارة),الحدود الشمالية,منزل شعبي,32
الخرسانة/مسلح,عرعر (مقر الامارة),الحدود الشمالية,منزل شعبي,1215
الطين,عرعر (مقر الامارة),الحدود الشمالية,منزل شعبي,5
أخرى,الافلاج,الرياض,منزل شعبي,39
البلك/ الطوب,الافلاج,الرياض,منزل شعبي,1565
الحجارة,الافلاج,الرياض,منزل شعبي,35
الخرسانة/مسلح,الافلاج,الرياض,منزل شعبي,475
الطين,الافلاج,الرياض,منزل شعبي,94
أخرى,الحريق,الرياض,منزل شعبي,3
البلك/ الطوب,الحريق,الرياض,منزل شعبي,300
الحجارة,الحريق,الرياض,منزل شعبي,3
الخرسانة/مسلح,الحريق,الرياض,منزل شعبي,192
الطين,الحريق,الرياض,منزل شعبي,16
أخرى,الخرج,الرياض,منزل شعبي,55
البلك/ الطوب,الخرج,الرياض,منزل شعبي,3548
الحجارة,الخرج,الرياض,منزل شعبي,68
الخرسانة/مسلح,الخرج,الرياض,منزل شعبي,1365
الطين,الخرج,الرياض,منزل شعبي,55
أخرى,الدرعية,الرياض,منزل شعبي,10
البلك/ الطوب,الدرعية,الرياض,منزل شعبي,678
الحجارة,الدرعية,الرياض,منزل شعبي,6
الخرسانة/مسلح,الدرعية,الرياض,منزل شعبي,233
الطين,الدرعية,الرياض,منزل شعبي,13
أخرى,الدلم,الرياض,منزل شعبي,25
البلك/ الطوب,الدلم,الرياض,منزل شعبي,1317
الحجارة,الدلم,الرياض,منزل شعبي,56
الخرسانة/مسلح,الدلم,الرياض,منزل شعبي,368
الطين,الدلم,الرياض,منزل شعبي,13
أخرى,الدوادمي,الرياض,منزل شعبي,48
البلك/ الطوب,الدوادمي,الرياض,منزل شعبي,7250
الحجارة,الدوادمي,الرياض,منزل شعبي,173
الخرسانة/مسلح,الدوادمي,الرياض,منزل شعبي,1147
الطين,الدوادمي,الرياض,منزل شعبي,86
أخرى,الرياض (مقر الامارة),الرياض,منزل شعبي,630
البلك/ الطوب,الرياض (مقر الامارة),الرياض,منزل شعبي,22457
الحجارة,الرياض (مقر الامارة),الرياض,منزل شعبي,1178
الخرسانة/مسلح,الرياض (مقر الامارة),الرياض,منزل شعبي,14676
الطين,الرياض (مقر الامارة),الرياض,منزل شعبي,2887
أخرى,الرين,الرياض,منزل شعبي,37
البلك/ الطوب,الرين,الرياض,منزل شعبي,3887
الحجارة,الرين,الرياض,منزل شعبي,16
الخرسانة/مسلح,الرين,الرياض,منزل شعبي,245
الطين,الرين,الرياض,منزل شعبي,7
أخرى,الزلفي,الرياض,منزل شعبي,10
البلك/ الطوب,الزلفي,الرياض,منزل شعبي,770
الحجارة,الزلفي,الرياض,منزل شعبي,47
الخرسانة/مسلح,الزلفي,الرياض,منزل شعبي,590
الطين,الزلفي,الرياض,منزل شعبي,5
أخرى,السليل,الرياض,منزل شعبي,6
البلك/ الطوب,السليل,الرياض,منزل شعبي,817
الحجارة,السليل,الرياض,منزل شعبي,17
الخرسانة/مسلح,السليل,الرياض,منزل شعبي,338
الطين,السليل,الرياض,منزل شعبي,9
أخرى,الغاط,الرياض,منزل شعبي,5
البلك/ الطوب,الغاط,الرياض,منزل شعبي,717
الحجارة,الغاط,الرياض,منزل شعبي,10
الخرسانة/مسلح,الغاط,الرياض,منزل شعبي,316
الطين,الغاط,الرياض,منزل شعبي,4
أخرى,القويعية,الرياض,منزل شعبي,42
البلك/ الطوب,القويعية,الرياض,منزل شعبي,3089
الحجارة,القويعية,الرياض,منزل شعبي,39
الخرسانة/مسلح,القويعية,الرياض,منزل شعبي,608
الطين,القويعية,الرياض,منزل شعبي,10
أخرى,المجمعة,الرياض,منزل شعبي,51
البلك/ الطوب,المجمعة,الرياض,منزل شعبي,2660
الحجارة,المجمعة,الرياض,منزل شعبي,129
الخرسانة/مسلح,المجمعة,الرياض,منزل شعبي,676
الطين,المجمعة,الرياض,منزل شعبي,46
أخرى,المزاحمية,الرياض,منزل شعبي,10
البلك/ الطوب,المزاحمية,الرياض,منزل شعبي,997
الحجارة,المزاحمية,الرياض,منزل شعبي,130
الخرسانة/مسلح,المزاحمية,الرياض,منزل شعبي,174
الطين,المزاحمية,الرياض,منزل شعبي,5
أخرى,ثادق,الرياض,منزل شعبي,10
البلك/ الطوب,ثادق,الرياض,منزل شعبي,333
الحجارة,ثادق,الرياض,منزل شعبي,19
الخرسانة/مسلح,ثادق,الرياض,منزل شعبي,210
الطين,ثادق,الرياض,منزل شعبي,13
أخرى,حريملاء,الرياض,منزل شعبي,3
البلك/ الطوب,حريملاء,الرياض,منزل شعبي,215
الحجارة,حريملاء,الرياض,منزل شعبي,5
الخرسانة/مسلح,حريملاء,الرياض,منزل شعبي,59
الطين,حريملاء,الرياض,منزل شعبي,19
أخرى,حوطة بنى تميم,الرياض,منزل شعبي,14
البلك/ الطوب,حوطة بنى تميم,الرياض,منزل شعبي,795
الحجارة,حوطة بنى تميم,الرياض,منزل شعبي,6
الخرسانة/مسلح,حوطة بنى تميم,الرياض,منزل شعبي,233
الطين,حوطة بنى تميم,الرياض,منزل شعبي,55
أخرى,رماح,الرياض,منزل شعبي,10
البلك/ الطوب,رماح,الرياض,منزل شعبي,817
الحجارة,رماح,الرياض,منزل شعبي,11
الخرسانة/مسلح,رماح,الرياض,منزل شعبي,237
الطين,رماح,الرياض,منزل شعبي,13
أخرى,شقراء,الرياض,منزل شعبي,14
البلك/ الطوب,شقراء,الرياض,منزل شعبي,762
الحجارة,شقراء,الرياض,منزل شعبي,67
الخرسانة/مسلح,شقراء,الرياض,منزل شعبي,462
الطين,شقراء,الرياض,منزل شعبي,40
أخرى,ضرما,الرياض,منزل شعبي,7
البلك/ الطوب,ضرما,الرياض,منزل شعبي,693
الحجارة,ضرما,الرياض,منزل شعبي,7
الخرسانة/مسلح,ضرما,الرياض,منزل شعبي,301
الطين,ضرما,الرياض,منزل شعبي,18
أخرى,عفيف,الرياض,منزل شعبي,124
البلك/ الطوب,عفيف,الرياض,منزل شعبي,2400
الحجارة,عفيف,الرياض,منزل شعبي,29
الخرسانة/مسلح,عفيف,الرياض,منزل شعبي,1896
الطين,عفيف,الرياض,منزل شعبي,10
أخرى,مرات,الرياض,منزل شعبي,1
البلك/ الطوب,مرات,الرياض,منزل شعبي,335
الحجارة,مرات,الرياض,منزل شعبي,5
الخرسانة/مسلح,مرات,الرياض,منزل شعبي,61
الطين,مرات,الرياض,منزل شعبي,2
أخرى,وادى الدواسر,الرياض,منزل شعبي,13
البلك/ الطوب,وادى الدواسر,الرياض,منزل شعبي,2405
الحجارة,وادى الدواسر,الرياض,منزل شعبي,35
الخرسانة/مسلح,وادى الدواسر,الرياض,منزل شعبي,1286
الطين,وادى الدواسر,الرياض,منزل شعبي,11
أخرى,الأسياح,القصيم,منزل شعبي,16
البلك/ الطوب,الأسياح,القصيم,منزل شعبي,727
الحجارة,الأسياح,القصيم,منزل شعبي,11
الخرسانة/مسلح,الأسياح,القصيم,منزل شعبي,376
الطين,الأسياح,القصيم,منزل شعبي,3
أخرى,البدائع,القصيم,منزل شعبي,13
البلك/ الطوب,البدائع,القصيم,منزل شعبي,760
الحجارة,البدائع,القصيم,منزل شعبي,10
الخرسانة/مسلح,البدائع,القصيم,منزل شعبي,462
الطين,البدائع,القصيم,منزل شعبي,3
أخرى,البكيرية,القصيم,منزل شعبي,41
البلك/ الطوب,البكيرية,القصيم,منزل شعبي,1728
الحجارة,البكيرية,القصيم,منزل شعبي,21
الخرسانة/مسلح,البكيرية,القصيم,منزل شعبي,425
الطين,البكيرية,القصيم,منزل شعبي,27
أخرى,الرس,القصيم,منزل شعبي,46
البلك/ الطوب,الرس,القصيم,منزل شعبي,2101
الحجارة,الرس,القصيم,منزل شعبي,18
الخرسانة/مسلح,الرس,القصيم,منزل شعبي,805
الطين,الرس,القصيم,منزل شعبي,8
البلك/ الطوب,الشماسية,القصيم,منزل شعبي,299
الحجارة,الشماسية,القصيم,منزل شعبي,4
الخرسانة/مسلح,الشماسية,القصيم,منزل شعبي,115
الطين,الشماسية,القصيم,منزل شعبي,4
أخرى,المذنب,القصيم,منزل شعبي,28
البلك/ الطوب,المذنب,القصيم,منزل شعبي,1040
الحجارة,المذنب,القصيم,منزل شعبي,13
الخرسانة/مسلح,المذنب,القصيم,منزل شعبي,213
الطين,المذنب,القصيم,منزل شعبي,12
أخرى,النبهانية,القصيم,منزل شعبي,67
البلك/ الطوب,النبهانية,القصيم,منزل شعبي,4194
الحجارة,النبهانية,القصيم,منزل شعبي,37
الخرسانة/مسلح,النبهانية,القصيم,منزل شعبي,1231
الطين,النبهانية,القصيم,منزل شعبي,16
أخرى,بريدة (مقرالامارة),القصيم,منزل شعبي,209
البلك/ الطوب,بريدة (مقرالامارة),القصيم,منزل شعبي,10108
الحجارة,بريدة (مقرالامارة),القصيم,منزل شعبي,158
الخرسانة/مسلح,بريدة (مقرالامارة),القصيم,منزل شعبي,3287
الطين,بريدة (مقرالامارة),القصيم,منزل شعبي,104
أخرى,رياض الخبراء,القصيم,منزل شعبي,16
البلك/ الطوب,رياض الخبراء,القصيم,منزل شعبي,853
الحجارة,رياض الخبراء,القصيم,منزل شعبي,5
الخرسانة/مسلح,رياض الخبراء,القصيم,منزل شعبي,164
الطين,رياض الخبراء,القصيم,منزل شعبي,4
أخرى,ضرية,القصيم,منزل شعبي,47
البلك/ الطوب,ضرية,القصيم,منزل شعبي,1505
الحجارة,ضرية,القصيم,منزل شعبي,8
الخرسانة/مسلح,ضرية,القصيم,منزل شعبي,278
الطين,ضرية,القصيم,منزل شعبي,9
أخرى,عقلة الصقور,القصيم,منزل شعبي,11
البلك/ الطوب,عقلة الصقور,القصيم,منزل شعبي,1810
الحجارة,عقلة الصقور,القصيم,منزل شعبي,9
الخرسانة/مسلح,عقلة الصقور,القصيم,منزل شعبي,212
الطين,عقلة الصقور,القصيم,منزل شعبي,4
أخرى,عنيزة,القصيم,منزل شعبي,25
البلك/ الطوب,عنيزة,القصيم,منزل شعبي,1721
الحجارة,عنيزة,القصيم,منزل شعبي,21
الخرسانة/مسلح,عنيزة,القصيم,منزل شعبي,1007
الطين,عنيزة,القصيم,منزل شعبي,59
أخرى,عيون الجواء,القصيم,منزل شعبي,12
البلك/ الطوب,عيون الجواء,القصيم,منزل شعبي,1745
الحجارة,عيون الجواء,القصيم,منزل شعبي,5
الخرسانة/مسلح,عيون الجواء,القصيم,منزل شعبي,441
الطين,عيون الجواء,القصيم,منزل شعبي,4
أخرى,الحناكية,المدينة المنورة,منزل شعبي,23
البلك/ الطوب,الحناكية,المدينة المنورة,منزل شعبي,3723
الحجارة,الحناكية,المدينة المنورة,منزل شعبي,13
الخرسانة/مسلح,الحناكية,المدينة المنورة,منزل شعبي,361
الطين,الحناكية,المدينة المنورة,منزل شعبي,8
أخرى,العلا,المدينة المنورة,منزل شعبي,75
البلك/ الطوب,العلا,المدينة المنورة,منزل شعبي,4272
الحجارة,العلا,المدينة المنورة,منزل شعبي,18
الخرسانة/مسلح,العلا,المدينة المنورة,منزل شعبي,353
الطين,العلا,المدينة المنورة,منزل شعبي,11
أخرى,العيص,المدينة المنورة,منزل شعبي,5
البلك/ الطوب,العيص,المدينة المنورة,منزل شعبي,3042
الحجارة,العيص,المدينة المنورة,منزل شعبي,19
الخرسانة/مسلح,العيص,المدينة المنورة,منزل شعبي,188
الطين,العيص,المدينة المنورة,منزل شعبي,3
أخرى,المدينة المنورة (مقر الامارة),المدينة المنورة,منزل شعبي,174
البلك/ الطوب,المدينة المنورة (مقر الامارة),المدينة المنورة,منزل شعبي,31740
الحجارة,المدينة المنورة (مقر الامارة),المدينة المنورة,منزل شعبي,689
الخرسانة/مسلح,المدينة المنورة (مقر الامارة),المدينة المنورة,منزل شعبي,5037
الطين,المدينة المنورة (مقر الامارة),المدينة المنورة,منزل شعبي,197
أخرى,المهد,المدينة المنورة,منزل شعبي,35
